,,,,,,,,Time,ToF,Prox,Pitch,Roll,Yaw
"(302378636, 533, 9, -10.103657722473145, 26.506155014038086, 754.2506103515625)","302378636, 533, 9, -10.103657722473145, 26.506155014038086, 754.2506103515625)"," 533, 9, -10.103657722473145, 26.506155014038086, 754.2506103515625)"," 9, -10.103657722473145, 26.506155014038086, 754.2506103515625)"," -10.103657722473145, 26.506155014038086, 754.2506103515625)"," 26.506155014038086, 754.2506103515625)", 754.2506103515625),,302378636, 533, 9, -10.103657722473145, 26.506155014038086, 754.2506103515625
"(302462110, 534, 10, -10.052362442016602, 26.464052200317383, 754.1812133789062)","302462110, 534, 10, -10.052362442016602, 26.464052200317383, 754.1812133789062)"," 534, 10, -10.052362442016602, 26.464052200317383, 754.1812133789062)"," 10, -10.052362442016602, 26.464052200317383, 754.1812133789062)"," -10.052362442016602, 26.464052200317383, 754.1812133789062)"," 26.464052200317383, 754.1812133789062)", 754.1812133789062),,302462110, 534, 10, -10.052362442016602, 26.464052200317383, 754.1812133789062
"(302545499, 532, 10, -9.864120483398438, 26.574806213378906, 755.2432861328125)","302545499, 532, 10, -9.864120483398438, 26.574806213378906, 755.2432861328125)"," 532, 10, -9.864120483398438, 26.574806213378906, 755.2432861328125)"," 10, -9.864120483398438, 26.574806213378906, 755.2432861328125)"," -9.864120483398438, 26.574806213378906, 755.2432861328125)"," 26.574806213378906, 755.2432861328125)", 755.2432861328125),,302545499, 532, 10, -9.864120483398438, 26.574806213378906, 755.2432861328125
"(302628883, 531, 10, -9.873605728149414, 26.60723876953125, 755.4978637695312)","302628883, 531, 10, -9.873605728149414, 26.60723876953125, 755.4978637695312)"," 531, 10, -9.873605728149414, 26.60723876953125, 755.4978637695312)"," 10, -9.873605728149414, 26.60723876953125, 755.4978637695312)"," -9.873605728149414, 26.60723876953125, 755.4978637695312)"," 26.60723876953125, 755.4978637695312)", 755.4978637695312),,302628883, 531, 10, -9.873605728149414, 26.60723876953125, 755.4978637695312
"(302712268, 533, 10, -9.898974418640137, 26.60477066040039, 755.6162719726562)","302712268, 533, 10, -9.898974418640137, 26.60477066040039, 755.6162719726562)"," 533, 10, -9.898974418640137, 26.60477066040039, 755.6162719726562)"," 10, -9.898974418640137, 26.60477066040039, 755.6162719726562)"," -9.898974418640137, 26.60477066040039, 755.6162719726562)"," 26.60477066040039, 755.6162719726562)", 755.6162719726562),,302712268, 533, 10, -9.898974418640137, 26.60477066040039, 755.6162719726562
"(302795659, 527, 10, -9.952875137329102, 26.538042068481445, 755.879150390625)","302795659, 527, 10, -9.952875137329102, 26.538042068481445, 755.879150390625)"," 527, 10, -9.952875137329102, 26.538042068481445, 755.879150390625)"," 10, -9.952875137329102, 26.538042068481445, 755.879150390625)"," -9.952875137329102, 26.538042068481445, 755.879150390625)"," 26.538042068481445, 755.879150390625)", 755.879150390625),,302795659, 527, 10, -9.952875137329102, 26.538042068481445, 755.879150390625
"(302879042, 529, 10, -9.986306190490723, 26.56562042236328, 755.9708251953125)","302879042, 529, 10, -9.986306190490723, 26.56562042236328, 755.9708251953125)"," 529, 10, -9.986306190490723, 26.56562042236328, 755.9708251953125)"," 10, -9.986306190490723, 26.56562042236328, 755.9708251953125)"," -9.986306190490723, 26.56562042236328, 755.9708251953125)"," 26.56562042236328, 755.9708251953125)", 755.9708251953125),,302879042, 529, 10, -9.986306190490723, 26.56562042236328, 755.9708251953125
"(302962384, 529, 8, -9.973470687866211, 26.5355281829834, 756.1427001953125)","302962384, 529, 8, -9.973470687866211, 26.5355281829834, 756.1427001953125)"," 529, 8, -9.973470687866211, 26.5355281829834, 756.1427001953125)"," 8, -9.973470687866211, 26.5355281829834, 756.1427001953125)"," -9.973470687866211, 26.5355281829834, 756.1427001953125)"," 26.5355281829834, 756.1427001953125)", 756.1427001953125),,302962384, 529, 8, -9.973470687866211, 26.5355281829834, 756.1427001953125
"(303045821, 531, 10, -10.00815486907959, 26.521394729614258, 756.1007080078125)","303045821, 531, 10, -10.00815486907959, 26.521394729614258, 756.1007080078125)"," 531, 10, -10.00815486907959, 26.521394729614258, 756.1007080078125)"," 10, -10.00815486907959, 26.521394729614258, 756.1007080078125)"," -10.00815486907959, 26.521394729614258, 756.1007080078125)"," 26.521394729614258, 756.1007080078125)", 756.1007080078125),,303045821, 531, 10, -10.00815486907959, 26.521394729614258, 756.1007080078125
"(303129293, 529, 10, -10.012327194213867, 26.410541534423828, 755.8369140625)","303129293, 529, 10, -10.012327194213867, 26.410541534423828, 755.8369140625)"," 529, 10, -10.012327194213867, 26.410541534423828, 755.8369140625)"," 10, -10.012327194213867, 26.410541534423828, 755.8369140625)"," -10.012327194213867, 26.410541534423828, 755.8369140625)"," 26.410541534423828, 755.8369140625)", 755.8369140625),,303129293, 529, 10, -10.012327194213867, 26.410541534423828, 755.8369140625
"(303212764, 532, 10, -10.014518737792969, 26.37188148498535, 755.7706298828125)","303212764, 532, 10, -10.014518737792969, 26.37188148498535, 755.7706298828125)"," 532, 10, -10.014518737792969, 26.37188148498535, 755.7706298828125)"," 10, -10.014518737792969, 26.37188148498535, 755.7706298828125)"," -10.014518737792969, 26.37188148498535, 755.7706298828125)"," 26.37188148498535, 755.7706298828125)", 755.7706298828125),,303212764, 532, 10, -10.014518737792969, 26.37188148498535, 755.7706298828125
"(303296149, 527, 9, -10.09090518951416, 26.402976989746094, 755.6648559570312)","303296149, 527, 9, -10.09090518951416, 26.402976989746094, 755.6648559570312)"," 527, 9, -10.09090518951416, 26.402976989746094, 755.6648559570312)"," 9, -10.09090518951416, 26.402976989746094, 755.6648559570312)"," -10.09090518951416, 26.402976989746094, 755.6648559570312)"," 26.402976989746094, 755.6648559570312)", 755.6648559570312),,303296149, 527, 9, -10.09090518951416, 26.402976989746094, 755.6648559570312
"(303379537, 526, 9, -10.131041526794434, 26.27241325378418, 755.2390747070312)","303379537, 526, 9, -10.131041526794434, 26.27241325378418, 755.2390747070312)"," 526, 9, -10.131041526794434, 26.27241325378418, 755.2390747070312)"," 9, -10.131041526794434, 26.27241325378418, 755.2390747070312)"," -10.131041526794434, 26.27241325378418, 755.2390747070312)"," 26.27241325378418, 755.2390747070312)", 755.2390747070312),,303379537, 526, 9, -10.131041526794434, 26.27241325378418, 755.2390747070312
"(303462923, 527, 9, -10.124932289123535, 26.084735870361328, 755.05322265625)","303462923, 527, 9, -10.124932289123535, 26.084735870361328, 755.05322265625)"," 527, 9, -10.124932289123535, 26.084735870361328, 755.05322265625)"," 9, -10.124932289123535, 26.084735870361328, 755.05322265625)"," -10.124932289123535, 26.084735870361328, 755.05322265625)"," 26.084735870361328, 755.05322265625)", 755.05322265625),,303462923, 527, 9, -10.124932289123535, 26.084735870361328, 755.05322265625
"(303546398, 532, 10, -10.093036651611328, 25.964506149291992, 755.0455932617188)","303546398, 532, 10, -10.093036651611328, 25.964506149291992, 755.0455932617188)"," 532, 10, -10.093036651611328, 25.964506149291992, 755.0455932617188)"," 10, -10.093036651611328, 25.964506149291992, 755.0455932617188)"," -10.093036651611328, 25.964506149291992, 755.0455932617188)"," 25.964506149291992, 755.0455932617188)", 755.0455932617188),,303546398, 532, 10, -10.093036651611328, 25.964506149291992, 755.0455932617188
"(303629870, 535, 10, -10.10692024230957, 26.0181884765625, 755.2532958984375)","303629870, 535, 10, -10.10692024230957, 26.0181884765625, 755.2532958984375)"," 535, 10, -10.10692024230957, 26.0181884765625, 755.2532958984375)"," 10, -10.10692024230957, 26.0181884765625, 755.2532958984375)"," -10.10692024230957, 26.0181884765625, 755.2532958984375)"," 26.0181884765625, 755.2532958984375)", 755.2532958984375),,303629870, 535, 10, -10.10692024230957, 26.0181884765625, 755.2532958984375
"(303713348, 535, 10, -10.128621101379395, 26.077983856201172, 755.5534057617188)","303713348, 535, 10, -10.128621101379395, 26.077983856201172, 755.5534057617188)"," 535, 10, -10.128621101379395, 26.077983856201172, 755.5534057617188)"," 10, -10.128621101379395, 26.077983856201172, 755.5534057617188)"," -10.128621101379395, 26.077983856201172, 755.5534057617188)"," 26.077983856201172, 755.5534057617188)", 755.5534057617188),,303713348, 535, 10, -10.128621101379395, 26.077983856201172, 755.5534057617188
"(303796822, 532, 10, -10.15742015838623, 26.053268432617188, 755.6699829101562)","303796822, 532, 10, -10.15742015838623, 26.053268432617188, 755.6699829101562)"," 532, 10, -10.15742015838623, 26.053268432617188, 755.6699829101562)"," 10, -10.15742015838623, 26.053268432617188, 755.6699829101562)"," -10.15742015838623, 26.053268432617188, 755.6699829101562)"," 26.053268432617188, 755.6699829101562)", 755.6699829101562),,303796822, 532, 10, -10.15742015838623, 26.053268432617188, 755.6699829101562
"(303880294, 537, 10, -10.350712776184082, 25.973846435546875, 756.0694580078125)","303880294, 537, 10, -10.350712776184082, 25.973846435546875, 756.0694580078125)"," 537, 10, -10.350712776184082, 25.973846435546875, 756.0694580078125)"," 10, -10.350712776184082, 25.973846435546875, 756.0694580078125)"," -10.350712776184082, 25.973846435546875, 756.0694580078125)"," 25.973846435546875, 756.0694580078125)", 756.0694580078125),,303880294, 537, 10, -10.350712776184082, 25.973846435546875, 756.0694580078125
"(303963768, 537, 10, -10.431618690490723, 25.923215866088867, 756.0681762695312)","303963768, 537, 10, -10.431618690490723, 25.923215866088867, 756.0681762695312)"," 537, 10, -10.431618690490723, 25.923215866088867, 756.0681762695312)"," 10, -10.431618690490723, 25.923215866088867, 756.0681762695312)"," -10.431618690490723, 25.923215866088867, 756.0681762695312)"," 25.923215866088867, 756.0681762695312)", 756.0681762695312),,303963768, 537, 10, -10.431618690490723, 25.923215866088867, 756.0681762695312
"(304054094, 536, 8, -10.899847984313965, 26.495153427124023, 756.2400512695312)","304054094, 536, 8, -10.899847984313965, 26.495153427124023, 756.2400512695312)"," 536, 8, -10.899847984313965, 26.495153427124023, 756.2400512695312)"," 8, -10.899847984313965, 26.495153427124023, 756.2400512695312)"," -10.899847984313965, 26.495153427124023, 756.2400512695312)"," 26.495153427124023, 756.2400512695312)", 756.2400512695312),,304054094, 536, 8, -10.899847984313965, 26.495153427124023, 756.2400512695312
"(304137570, 533, 10, -10.762592315673828, 26.40597152709961, 756.1897583007812)","304137570, 533, 10, -10.762592315673828, 26.40597152709961, 756.1897583007812)"," 533, 10, -10.762592315673828, 26.40597152709961, 756.1897583007812)"," 10, -10.762592315673828, 26.40597152709961, 756.1897583007812)"," -10.762592315673828, 26.40597152709961, 756.1897583007812)"," 26.40597152709961, 756.1897583007812)", 756.1897583007812),,304137570, 533, 10, -10.762592315673828, 26.40597152709961, 756.1897583007812
"(304221041, 536, 10, -10.703460693359375, 26.32918930053711, 756.0680541992188)","304221041, 536, 10, -10.703460693359375, 26.32918930053711, 756.0680541992188)"," 536, 10, -10.703460693359375, 26.32918930053711, 756.0680541992188)"," 10, -10.703460693359375, 26.32918930053711, 756.0680541992188)"," -10.703460693359375, 26.32918930053711, 756.0680541992188)"," 26.32918930053711, 756.0680541992188)", 756.0680541992188),,304221041, 536, 10, -10.703460693359375, 26.32918930053711, 756.0680541992188
"(304304515, 537, 10, -10.579099655151367, 26.317127227783203, 756.15087890625)","304304515, 537, 10, -10.579099655151367, 26.317127227783203, 756.15087890625)"," 537, 10, -10.579099655151367, 26.317127227783203, 756.15087890625)"," 10, -10.579099655151367, 26.317127227783203, 756.15087890625)"," -10.579099655151367, 26.317127227783203, 756.15087890625)"," 26.317127227783203, 756.15087890625)", 756.15087890625),,304304515, 537, 10, -10.579099655151367, 26.317127227783203, 756.15087890625
"(304387991, 539, 10, -10.479533195495605, 26.26236343383789, 756.5076904296875)","304387991, 539, 10, -10.479533195495605, 26.26236343383789, 756.5076904296875)"," 539, 10, -10.479533195495605, 26.26236343383789, 756.5076904296875)"," 10, -10.479533195495605, 26.26236343383789, 756.5076904296875)"," -10.479533195495605, 26.26236343383789, 756.5076904296875)"," 26.26236343383789, 756.5076904296875)", 756.5076904296875),,304387991, 539, 10, -10.479533195495605, 26.26236343383789, 756.5076904296875
"(304471465, 536, 10, -10.363130569458008, 26.224233627319336, 756.6134643554688)","304471465, 536, 10, -10.363130569458008, 26.224233627319336, 756.6134643554688)"," 536, 10, -10.363130569458008, 26.224233627319336, 756.6134643554688)"," 10, -10.363130569458008, 26.224233627319336, 756.6134643554688)"," -10.363130569458008, 26.224233627319336, 756.6134643554688)"," 26.224233627319336, 756.6134643554688)", 756.6134643554688),,304471465, 536, 10, -10.363130569458008, 26.224233627319336, 756.6134643554688
"(304554938, 537, 10, -10.304737091064453, 26.163013458251953, 756.812255859375)","304554938, 537, 10, -10.304737091064453, 26.163013458251953, 756.812255859375)"," 537, 10, -10.304737091064453, 26.163013458251953, 756.812255859375)"," 10, -10.304737091064453, 26.163013458251953, 756.812255859375)"," -10.304737091064453, 26.163013458251953, 756.812255859375)"," 26.163013458251953, 756.812255859375)", 756.812255859375),,304554938, 537, 10, -10.304737091064453, 26.163013458251953, 756.812255859375
"(304638323, 539, 9, -10.247818946838379, 26.159807205200195, 756.7670288085938)","304638323, 539, 9, -10.247818946838379, 26.159807205200195, 756.7670288085938)"," 539, 9, -10.247818946838379, 26.159807205200195, 756.7670288085938)"," 9, -10.247818946838379, 26.159807205200195, 756.7670288085938)"," -10.247818946838379, 26.159807205200195, 756.7670288085938)"," 26.159807205200195, 756.7670288085938)", 756.7670288085938),,304638323, 539, 9, -10.247818946838379, 26.159807205200195, 756.7670288085938
"(304721798, 541, 10, -10.165874481201172, 26.163869857788086, 757.1768798828125)","304721798, 541, 10, -10.165874481201172, 26.163869857788086, 757.1768798828125)"," 541, 10, -10.165874481201172, 26.163869857788086, 757.1768798828125)"," 10, -10.165874481201172, 26.163869857788086, 757.1768798828125)"," -10.165874481201172, 26.163869857788086, 757.1768798828125)"," 26.163869857788086, 757.1768798828125)", 757.1768798828125),,304721798, 541, 10, -10.165874481201172, 26.163869857788086, 757.1768798828125
"(304805184, 542, 9, -10.147937774658203, 26.374250411987305, 757.4017944335938)","304805184, 542, 9, -10.147937774658203, 26.374250411987305, 757.4017944335938)"," 542, 9, -10.147937774658203, 26.374250411987305, 757.4017944335938)"," 9, -10.147937774658203, 26.374250411987305, 757.4017944335938)"," -10.147937774658203, 26.374250411987305, 757.4017944335938)"," 26.374250411987305, 757.4017944335938)", 757.4017944335938),,304805184, 542, 9, -10.147937774658203, 26.374250411987305, 757.4017944335938
"(304888660, 544, 10, -10.111967086791992, 26.79832649230957, 757.8447875976562)","304888660, 544, 10, -10.111967086791992, 26.79832649230957, 757.8447875976562)"," 544, 10, -10.111967086791992, 26.79832649230957, 757.8447875976562)"," 10, -10.111967086791992, 26.79832649230957, 757.8447875976562)"," -10.111967086791992, 26.79832649230957, 757.8447875976562)"," 26.79832649230957, 757.8447875976562)", 757.8447875976562),,304888660, 544, 10, -10.111967086791992, 26.79832649230957, 757.8447875976562
"(304972132, 542, 10, -10.198970794677734, 27.01767921447754, 758.4915161132812)","304972132, 542, 10, -10.198970794677734, 27.01767921447754, 758.4915161132812)"," 542, 10, -10.198970794677734, 27.01767921447754, 758.4915161132812)"," 10, -10.198970794677734, 27.01767921447754, 758.4915161132812)"," -10.198970794677734, 27.01767921447754, 758.4915161132812)"," 27.01767921447754, 758.4915161132812)", 758.4915161132812),,304972132, 542, 10, -10.198970794677734, 27.01767921447754, 758.4915161132812
